"geoid","sex_male.prop","sex_male.prop_adj","sex_male.pums_baseline","sex_male.pums_1step","sex_male.pums_2step","sex_male.pums_general","sex_female.prop","sex_female.prop_adj","sex_female.pums_baseline","sex_female.pums_1step","sex_female.pums_2step","sex_female.pums_general","race_other.prop","race_other.prop_adj","race_other.pums_baseline","race_other.pums_1step","race_other.pums_2step","race_other.pums_general","race_white.prop","race_white.prop_adj","race_white.pums_baseline","race_white.pums_1step","race_white.pums_2step","race_white.pums_general","race_black.prop","race_black.prop_adj","race_black.pums_baseline","race_black.pums_1step","race_black.pums_2step","race_black.pums_general","race_asian.prop","race_asian.prop_adj","race_asian.pums_baseline","race_asian.pums_1step","race_asian.pums_2step","race_asian.pums_general","race_native.prop","race_native.prop_adj","race_native.pums_baseline","race_native.pums_1step","race_native.pums_2step","race_native.pums_general","income_150_200.prop","income_150_200.prop_adj","income_150_200.pums_baseline","income_150_200.pums_1step","income_150_200.pums_2step","income_150_200.pums_general","income_125_150.prop","income_125_150.prop_adj","income_125_150.pums_baseline","income_125_150.pums_1step","income_125_150.pums_2step","income_125_150.pums_general","income_gt200.prop","income_gt200.prop_adj","income_gt200.pums_baseline","income_gt200.pums_1step","income_gt200.pums_2step","income_gt200.pums_general","income_45_50.prop","income_45_50.prop_adj","income_45_50.pums_baseline","income_45_50.pums_1step","income_45_50.pums_2step","income_45_50.pums_general","income_lt10.prop","income_lt10.prop_adj","income_lt10.pums_baseline","income_lt10.pums_1step","income_lt10.pums_2step","income_lt10.pums_general","income_100_125.prop","income_100_125.prop_adj","income_100_125.pums_baseline","income_100_125.pums_1step","income_100_125.pums_2step","income_100_125.pums_general","income_30_35.prop","income_30_35.prop_adj","income_30_35.pums_baseline","income_30_35.pums_1step","income_30_35.pums_2step","income_30_35.pums_general","income_40_45.prop","income_40_45.prop_adj","income_40_45.pums_baseline","income_40_45.pums_1step","income_40_45.pums_2step","income_40_45.pums_general","income_35_40.prop","income_35_40.prop_adj","income_35_40.pums_baseline","income_35_40.pums_1step","income_35_40.pums_2step","income_35_40.pums_general","income_20_25.prop","income_20_25.prop_adj","income_20_25.pums_baseline","income_20_25.pums_1step","income_20_25.pums_2step","income_20_25.pums_general","income_15_20.prop","income_15_20.prop_adj","income_15_20.pums_baseline","income_15_20.pums_1step","income_15_20.pums_2step","income_15_20.pums_general","income_10_15.prop","income_10_15.prop_adj","income_10_15.pums_baseline","income_10_15.pums_1step","income_10_15.pums_2step","income_10_15.pums_general","income_25_30.prop","income_25_30.prop_adj","income_25_30.pums_baseline","income_25_30.pums_1step","income_25_30.pums_2step","income_25_30.pums_general","avg_hhsize.prop","avg_hhsize.prop_adj","avg_hhsize.pums_baseline","avg_hhsize.pums_1step","avg_hhsize.pums_2step","avg_hhsize.pums_general","avg_hhsize_own.prop","avg_hhsize_own.prop_adj","avg_hhsize_own.pums_baseline","avg_hhsize_own.pums_1step","avg_hhsize_own.pums_2step","avg_hhsize_own.pums_general","avg_hhsize_rent.prop","avg_hhsize_rent.prop_adj","avg_hhsize_rent.pums_baseline","avg_hhsize_rent.pums_1step","avg_hhsize_rent.pums_2step","avg_hhsize_rent.pums_general"
"510131035011",577.435410535018,569.470269712144,484.050086069057,511.678396698272,509.326480266938,511.596402402482,519.346475815617,512.182613433326,478.500533603967,450.872222974753,453.224139406087,450.954217270542,114.293903988443,112.717334516161,461.904191973694,94.4257145812952,87.211441523624,539.534582893992,759.86606497811,749.384476728325,172.896643446562,677.045412239824,735.71419096884,261.87104652703,109.583990362546,108.072389412473,92.2315171882112,69.7730668942453,52.4910931859173,47.5655970886437,113.037927021537,111.478682488511,134.725229723257,121.113319951633,86.9898790793163,77.5168074534451,0,0,100.793037341301,0.193106006027025,0.144014915327512,36.0625857099139,88.2323819251441,87.0153049424212,38.428448101738,126.524050996604,173.324115876889,83.3513968477387,91.0583301006826,89.8022720046339,86.1526729026815,91.1436917469942,116.801026373282,97.1650848238075,140.983414535195,139.038690103726,35.8796655620302,220.083761451009,340.930317315517,102.695809467693,6.59387907625632,6.50292314516315,131.738833721497,254.015288548812,9.0382648791648,4.94282323435581,20.409625712222,20.1280954493145,35.1637643808542,37.0717247130299,18.9504418559881,18.0871588448924,94.1982725179475,92.8989020737593,103.258311152383,104.0882988667,194.090967709325,158.370205899101,7.22186755970931,7.12224915898821,134.617524610878,9.73309917463328,8.79151030698521,10.4187018906478,24.1775566129399,23.8440515322649,16.3717865910066,34.634833636361,47.3876475155122,15.6306487608998,5.96589059280334,5.88359713133809,181.099032667082,10.2865657949264,5.19427698981101,353.9450093988,6.27988483452983,6.19326013825062,40.6850901164046,11.880002410602,9.19260384824524,13.8998214974749,10.9897984604272,10.8382052419386,112.660028015623,11.7803202328819,9.10310966997009,72.9666137169474,8.16385028488878,8.0512381797258,19.6730432103502,19.9097936206878,11.4474655516012,7.30805591494759,7.22186755970931,7.12224915898821,26.8224186404962,31.3991884797833,18.2988717807344,23.7692893757183,1.38785454843109,1.36871049055339,0,0,0,0,0.982801976603919,0.969245211636221,0,0,0,0,1.35959506667571,1.34084081993126,0,0,0,0
"510131035012",295.358020763726,291.283853877479,310.699200491017,333.77006982809,314.558364487712,314.380907084258,265.645549941927,261.98123671199,287.427867633548,264.356998296475,283.568703636853,283.746161040306,58.4612939412704,57.6548791796641,146.63336277593,74.035562630506,66.3930109709205,76.7088926442066,388.671239939216,383.309911029635,253.902144672988,363.972230085757,393.205035961557,384.562817505033,56.0521746854489,55.2789913013813,129.497896200906,98.3295407017944,72.9773095942307,69.851021238539,57.818862139718,57.0213090787887,61.4576958796254,61.5061547126906,65.3402228428549,66.209761396687,0,0,6.63596859511495,0.283579993816657,0.211488755002094,0.794575340099633,45.1308340590577,44.508299586499,51.2210871741889,63.0520917244489,123.763523761457,119.567449825138,46.5763056125506,45.9338323134687,83.5741997654109,93.0852835155265,136.251625100781,104.141646360323,72.1129697242594,71.118243823267,52.689999381999,58.5589531138911,132.001044233135,150.810829828717,3.37276695815022,3.32624302959601,193.461086067554,198.158865876619,9.1536656641487,7.2586337995064,10.4395167752269,10.2955141392257,51.6386843208671,45.5168282635059,25.2892183050634,26.5613509332157,48.1823851164317,47.5177575656573,52.2446960635784,44.7219587373692,84.7519078119382,97.3659506049241,3.69398285892643,3.64302808003372,14.6865055774719,14.2932488768534,12.9105069789752,11.1827411486543,12.3668121798841,12.196224441852,16.9952845762697,13.5392892457262,23.0892012419667,19.9798863567912,3.05155105737401,3.00945797915829,22.752325275663,15.1060255687315,7.62789861878488,18.1787744047984,3.21215900776211,3.16785050437715,10.5646155354925,10.8461741604092,10.4277238366647,10.355506514412,5.6212782635837,5.54373838266002,23.842660388173,17.2996335408199,13.3680968139396,20.0504494416891,4.17580671009075,4.1182056556903,17.2186461413444,15.951347815272,11.7027635022418,7.23375938040637,3.69398285892643,3.64302808003372,7.23727785655249,7.99736768539238,7.78989225546798,5.44008952598909,0.709887140715427,0.70009496146735,0,0,0,0,0.502702884714771,0.495768603935024,0,0,0,0,0.695432425180497,0.685839634197653,0,0,0,0
"510131035013",964.554434675554,975.105693527615,1013.96332532209,1087.24218583919,1025.60758425394,1024.23763544852,870.033237061855,879.598539131425,941.099255930248,867.820395413147,929.454996998395,930.824945803817,191.009182820528,193.117304408328,475.052587867377,240.816324507308,216.22095301189,244.577750129119,1269.21253805132,1283.2610353206,839.281692521828,1191.81156456311,1284.95541720042,1264.66673843322,184.930372916933,186.864720260388,421.208292951337,321.342310863197,239.949747149149,228.27410200328,189.435577948623,191.461172669725,200.090362174954,200.172065524354,213.249844075836,215.842438026341,0,0,19.4296457368375,0.92031579435948,0.68661981503465,1.70155266037853,147.44208251363,149.033057038802,170.993743950906,208.944243418578,402.861105518476,391.927912244109,152.165699894774,153.787290511512,273.456893538823,302.546162248418,440.592871700878,337.214216526178,235.540782710299,238.180091130214,186.27218217656,202.318187574078,440.50440552151,507.503263599731,10.9466910302666,11.0652112239863,628.329326592564,641.62104161508,33.7470848225421,23.3842087565013,34.9371958774671,35.2998424324508,167.073132887177,147.642418263704,82.7049992104576,87.7439597991152,156.962827613656,158.643232221807,170.703875722952,145.444326463661,274.149005011644,315.36504899606,12.0042122842093,12.1376768814256,44.6477943105906,46.4247512830932,41.8980448493231,35.9794855758173,40.4320789644064,40.8657965848554,54.8703899398945,43.2518728440805,73.7830260725473,64.6880832822967,9.95426818715832,10.059199930308,69.6531135962799,48.9671877951537,24.8477237547385,50.3613890058553,10.4218954991641,10.533911458606,33.5882906945886,35.1336652694955,33.7432977065102,33.1409421089521,18.3335115148187,18.5268213420225,76.3382185353481,55.9433673569753,43.2895016684653,64.7088462442059,14.349708986011,14.4946952009541,56.2766636570712,51.5824713920207,38.0806293431865,26.0607919988786,11.9791000103731,12.1064341469434,22.8589556495798,25.2428857279954,24.8608860720549,16.9844331146334,2.33374322432083,2.35992346933088,0,0,0,0,1.64526326281773,1.6642861064941,0,0,0,0,2.28854369061787,2.3147799863353,0,0,0,0
"510131035031",683.993547613659,683.993522361638,821.740904032887,733.476527501953,733.476527501953,698.285385677608,863.455243253734,863.45522192013,758.339665194543,846.604041725477,846.604041725477,881.795183549822,170.6713070272,170.671303510671,373.729547361448,204.034416381238,204.034416381238,175.48328939014,880.067958650142,880.06793376652,684.960272866797,756.886610285548,756.886610285548,894.471102741346,171.649213108864,171.64920798478,349.106455417317,287.245162912988,287.245162912988,177.603570139583,312.683510585364,312.683497523974,160.191906019777,311.313017895141,311.313017895141,319.716459714797,12.3768014958236,12.3768014958236,12.0923875620917,20.6013617525154,20.6013617525154,12.8061472415644,132.563556164718,132.56355311706,137.966664914185,163.533788350734,163.533788350734,371.489200077816,132.889063923715,132.889061277946,223.696278227521,232.122010309732,232.122010309732,263.052118830773,108.135428008147,108.13542542936,142.143566374865,152.669981095605,152.669981095605,315.653296201277,18.8909075462571,18.8909075462571,521.906415846183,501.384745898263,501.384745898263,37.9988899158443,36.8056210547317,36.80561917925,139.307398716378,138.754105413181,138.754105413181,74.1951354030528,107.810117792675,107.81011441011,136.85798119314,104.223118130194,104.223118130194,247.552003409093,13.3544606480819,13.3544595428874,32.1002612255952,37.9119779110265,37.9119779110265,35.7142299639151,5.86277775519215,5.86277758773843,45.5591659322303,38.4714195814217,38.4714195814217,10.2899429356097,15.3090710883012,15.3090692128196,51.3862013033022,47.5156379177774,47.5156379177774,49.0542223903295,7.49143596348374,7.49143552810406,26.4794925933223,40.9705684742292,40.9705684742292,23.5807629981277,35.5019438227041,35.5019436887411,58.5024037918679,49.2687449256482,49.2687449256482,98.3847686412223,15.959642133364,15.9596419659103,45.9716994098283,49.1243179046029,49.1243179046029,24.4560374329182,16.6115136732987,16.6115125681041,18.2030396990122,24.1301533150166,24.1301533150166,28.6599610274519,2.94443569171219,2.94443557014079,0,0,0,0,1.26047952075888,1.26047952075888,0,0,0,0,2.87929463120786,2.87929450963646,0,0,0,0
"510131035032",490.957093577937,490.957093577937,581.113444286847,518.478765757209,518.478765757209,494.198395015892,619.774883369101,619.774883369101,536.98308983243,599.617768362067,599.617768362067,623.898139103385,122.505484302304,122.505484302304,269.654310212644,143.776601711195,143.776601711195,132.3673044135,631.698127070279,631.698127070279,479.271026362202,537.521926315471,537.521926315471,625.867629850427,123.206851578844,123.206851578844,244.363171448977,201.046577673934,201.046577673934,124.270367518318,224.437528492771,224.437528492771,114.178823451694,221.336336117735,221.336336117735,225.972028174878,8.88398550283886,8.88398550283886,10.6292026437595,14.4150923009413,14.4150923009413,9.61920416215446,95.1521605172478,95.1521605172478,96.6160704096932,116.374501333088,116.374501333088,259.950713523289,95.3859496094278,95.3859496094278,157.180227640473,163.10560129821,163.10560129821,184.720539906277,77.6179786037501,77.6179786037501,99.4587505960559,110.339323690122,110.339323690122,220.865169266996,13.5597673464383,13.5597673464383,365.181213416536,354.322512318914,354.322512318914,26.5884476900594,26.4181674163366,26.4181674163366,97.474266183655,97.1825737650555,97.1825737650555,51.9142093086865,77.3841895115701,77.3841895115701,97.2845802134636,74.3654258699283,74.3654258699283,175.914606821311,9.58535277937877,9.58535277937877,25.2671054835635,26.5272563258569,26.5272563258569,25.202156937783,4.20820365923946,4.20820365923946,31.9861023995196,27.410899792225,27.410899792225,7.22501785768923,10.9880873324586,10.9880873324586,39.6846669057409,33.2469554619036,33.2469554619036,40.0676888858792,5.37714912013931,5.37714912013931,19.2820817267731,28.7379622073042,28.7379622073042,16.8473922689065,25.4830110476167,25.4830110476167,43.1059610135113,34.4737843991539,34.4737843991539,71.4907388539889,11.4556655168185,11.4556655168185,32.3456732719853,34.5555500999318,34.5555500999318,17.1779043918691,11.9232437011785,11.9232437011785,13.229834858306,17.4541875575845,17.4541875575845,20.1319484065425,2.11345339330693,2.11345339330693,0,0,0,0,0.904763786736484,0.904763786736484,0,0,0,0,2.06669557487094,2.06669557487094,0,0,0,0
"510131035033",496.522430284072,496.522430284072,596.517752330326,532.443343901882,532.443343901882,506.897317045898,626.800458420512,626.800458420511,550.493556259281,614.567964687726,614.567964687726,640.11399154371,123.894168318502,123.894168318502,271.29756895071,148.113247487749,148.113247487749,127.387326038771,638.858860298839,638.858860298839,497.226023921667,549.439121178225,549.439121178225,649.314596490175,124.60348607605,124.60348607605,253.423186174033,208.516900245178,208.516900245178,128.925925694745,226.981682415576,226.981682415576,116.286429519887,225.986912756504,225.986912756504,232.087093807283,8.98469159561654,8.98469159561654,8.77810002331031,14.9551269219519,14.9551269219519,9.29636655863436,96.2307757741034,96.2307757741034,100.152693442929,118.712327821873,118.712327821873,269.672254053671,96.4672150266197,96.4672150266197,162.385492115651,168.501937147494,168.501937147494,190.955474900482,78.4978318353866,78.4978318353866,103.184787694051,110.826194134351,110.826194134351,229.139472024791,13.713476645941,13.713476645941,378.862048340826,363.96508172636,363.96508172636,27.5845344283055,26.7176355343334,26.7176355343334,101.125958264276,100.724160771683,100.724160771683,53.8590786001061,78.2613925828704,78.2613925828703,99.3478783021986,75.6577247914281,75.6577247914281,179.702906486293,9.69400935316521,9.69400935316521,23.3022058188088,27.521050643459,27.521050643459,25.9246654963884,4.25590654529204,4.25590654529204,33.0722872946467,27.9271322760391,27.9271322760391,7.46968633525158,11.1126448682626,11.1126448682626,37.3022459412739,34.4924908090101,34.4924908090101,35.6077230439556,5.43810280787317,5.43810280787317,19.2219802216198,29.741226586288,29.741226586288,17.1174496219006,25.7718785242685,25.7718785242685,42.4680361468893,35.765280610495,35.765280610495,71.4203203574347,11.585523373295,11.585523373295,33.371753393523,35.6602366837447,35.6602366837447,17.7532705628146,12.0584018783275,12.0584018783275,13.2139416129149,17.5164645873817,17.5164645873817,20.8044726782137,2.13741084274667,2.13741084274667,0,0,0,0,0.915019907237789,0.915019907237789,0,0,0,0,2.09012299224343,2.09012299224343,0,0,0,0
"510131035034",194.847932489443,194.847918125871,234.08689876788,208.943903438045,208.943903438045,198.919142446195,245.969370560082,245.96935842534,216.025975543939,241.168970873774,241.168970873774,251.193731865623,48.6184198849599,48.6184178847277,106.463229821481,58.1224124832422,58.1224124832422,49.9891771205449,250.702212867906,250.702198713882,195.122605273367,215.611905002649,215.611905002649,254.805110602435,48.8972134461877,48.8972105315635,99.4489225100276,81.8266663091142,81.8266663091142,50.5933917218922,89.0737648763657,89.0737574469316,45.6333940587003,88.6833184579016,88.6833184579016,91.0771982055876,3.5256919741059,3.5256919741059,3.44472264824246,5.86857205891122,5.86857205891122,3.64799666135884,37.7628687675041,37.7628670339695,39.3021554173676,46.5854015473309,46.5854015473309,105.824638787712,37.8555377707415,37.8555362658049,63.7236965802806,66.1238936063464,66.1238936063464,74.9345614199252,30.8041350951127,30.8041336282757,40.4920169717712,43.4906155906261,43.4906155906261,89.918990582823,5.38131932889848,5.38131932889848,148.673935705168,142.827943774316,142.827943774316,10.8244752253378,10.4848189222551,10.4848178554645,39.6840862866824,39.526530359981,39.526530359981,21.1359901385242,30.7115784563775,30.7115765323445,38.986327967742,29.6896802030221,29.6896802030221,70.5193758464932,3.80434507970587,3.80434445106145,9.14430639032381,10.7998704498906,10.7998704498906,10.1741944879648,1.67011143785591,1.67011134260675,12.9783047322909,10.9592478903802,10.9592478903802,2.93125931409236,4.36124865143955,4.36124758464901,14.638235048928,13.5356538480403,13.5356538480403,13.9745936896771,2.1340931862222,2.13409293857439,7.54313466896591,11.6712069197973,11.6712069197973,6.71749411217161,10.1132065384536,10.1132064622543,16.66540658606,14.0349877125552,14.0349877125552,28.0262267192745,4.54633383778441,4.54633374253525,13.0958219228493,13.9939240444852,13.9939240444852,6.96665800170477,4.73215875710216,4.73215812845774,5.18544603338844,6.87391836504765,6.87391836504765,8.1644159861176,0.838777554628165,0.838777485477278,0,0,0,0,0.359063893152364,0.359063893152364,0,0,0,0,0.820221281080239,0.820221211929352,0,0,0,0
"510131035035",233.685818570337,233.685818570337,235.089475553186,208.712031949891,208.712031949891,201.817804623022,295.000526204744,295.000526204744,220.645121490484,247.022565093779,247.022565093779,253.916792420648,58.3101756813602,58.3101756813602,135.004430405053,55.6914368574019,55.6914368574019,93.5131487370835,300.675753227167,300.675753227167,169.17128210821,228.43122221229,228.43122221229,220.91639917287,58.6440125650321,58.6440125650321,86.6997396106211,71.2542597676006,71.2542597676006,43.8644863652669,106.827802775011,106.827802775011,50.5179140632772,95.2694932084886,95.2694932084886,90.8288002084168,4.22860052651086,4.22860052651085,14.3412308565078,5.08818499788776,5.08818499788776,6.611762560032,45.2905372181557,45.2905372181557,34.4935430745211,50.596347840964,50.596347840964,91.8365958869218,45.4018161793797,45.4018161793797,58.6972837918396,60.9343273804297,60.9343273804297,68.4281332451444,36.944615126358,36.944615126358,35.1065752564392,56.1156531745923,56.1156531745923,77.9601557422487,6.45417975099025,6.45417975099025,128.900289559376,142.163783925229,142.163783925229,9.38509014228441,12.5745226183086,12.5745226183086,34.4060994214658,34.7700501838216,34.7700501838216,18.3244821099352,36.833336165134,36.833336165134,41.7835963187724,33.2811581447499,33.2811581447499,75.2851116337084,4.56243741018277,4.56243741018277,22.6254954868672,9.36349104497477,9.36349104497477,9.93922424794392,2.00302130203146,2.00302130203146,11.8181532871585,12.0795300758781,12.0795300758781,2.67267936834313,5.23011117752658,5.23011117752658,32.2230086434125,11.7353851418388,11.7353851418388,42.2065112827275,2.55941610815131,2.55941610815131,10.4898555415367,10.4891374637137,10.4891374637137,7.64672515304744,12.1294067734127,12.1294067734127,25.8212490825467,12.1684266002749,12.1684266002749,38.1749090235271,5.45266909997452,5.45266909997452,12.2914546827508,13.0911790537683,13.0911790537683,6.38433526245279,5.67522702242246,5.67522702242246,7.07799289698254,8.94612701343459,8.94612701343459,7.49064394538445,1.00596180946469,1.00596180946469,0,0,0,0,0.430649579936763,0.430649579936763,0,0,0,0,0.983706017219894,0.983706017219894,0,0,0,0
"510131035041",958.063898907987,958.063898907987,975.086902006488,1017.29912358191,1017.29912358191,958.063898907987,916.87728949726,916.87728949726,899.854286398759,857.642064823338,857.642064823338,916.87728949726,124.827108521742,124.827108521742,443.471640192779,151.65815515293,151.65815515293,124.827108521742,1319.23878143282,1319.23878143282,812.781482812098,1166.97746963958,1166.97746963958,1319.23878143282,176.151960248955,176.151960248955,414.25360525769,300.150372338494,300.150372338494,176.151960248955,254.723338201727,254.723338201727,190.085498483459,255.069994416705,255.069994416705,254.723338201727,0,0,14.3489616592213,1.08519685754098,1.08519685754098,0,224.942251397047,224.942251397047,163.712780039431,206.230214694123,206.230214694123,471.605289643877,182.488361696759,182.488361696759,265.440493295105,299.969583069997,299.969583069997,291.600895449166,310.483670942403,310.483670942403,168.669137798054,176.614482093464,176.614482093464,700.087006457946,20.2764846329733,20.2764846329733,619.299961419954,618.285733526551,618.285733526551,31.6249597033664,20.2764846329733,20.2764846329733,165.303709690347,148.132502825936,148.132502825936,35.6928477564785,110.253385191792,110.253385191792,162.397203597328,122.881341329592,122.881341329592,188.888329915205,41.8202495555074,41.8202495555074,38.0905272190417,48.5561090906217,48.5561090906217,88.1700578390223,0,0,54.061013330158,39.1002703729085,39.1002703729085,0,17.1082839090712,17.1082839090712,60.9754383514459,46.1529592015003,46.1529592015003,41.0780132475597,10.7718824612671,10.7718824612671,31.420860605587,40.2433597504667,40.2433597504667,26.1937883926264,0,0,69.4196034216913,49.7019827911741,49.7019827911741,0,0,0,54.5505301458244,52.5837426128877,52.5837426128877,0,0,0,21.5999294912799,26.4889070460258,26.4889070460258,0,2.16704929514902,2.16704929514902,0,0,0,0,0,0,0,0,0,0,2.16704929514902,2.16704929514902,0,0,0,0
"510131035042",553.936067190275,553.936067190275,563.778474778015,588.184855222477,588.184855222477,553.936067190275,530.122678058418,530.122678058418,520.280270470678,495.873890026216,495.873890026216,530.122678058418,72.1728870611667,72.1728870611667,256.407674434669,87.6861367164559,87.6861367164559,72.1728870611667,762.761171885021,762.761171885021,469.936273130832,674.726300373718,674.726300373718,762.761171885021,101.848033517789,101.848033517789,239.514309199408,173.541782555831,173.541782555831,101.848033517789,147.276652784716,147.276652784716,109.904165661442,147.477083445563,147.477083445563,147.276652784716,0,0,8.29632282234284,0.627442157124037,0.627442157124037,0,130.057740643219,130.057740643219,94.6559134805044,119.23876287759,119.23876287759,272.674066635037,105.511631845767,105.511631845767,153.473127519502,173.437253310448,173.437253310448,168.598622073523,179.516318070922,179.516318070922,97.5215942848105,102.115455692686,102.115455692686,404.778265301876,11.7235146495296,11.7235146495296,358.06858543681,357.482176314051,357.482176314051,18.2850077360197,11.7235146495296,11.7235146495296,95.5757616399113,85.6476651838978,85.6476651838978,20.6369906387046,63.7466109068173,63.7466109068173,93.8952698102256,71.0478779387943,71.0478779387943,109.211983387151,24.1797489646548,24.1797489646548,22.0232876627225,28.074307087845,28.074307087845,50.9784108752622,0,0,31.2571480321531,22.607103786222,22.607103786222,0,9.89171548554062,9.89171548554062,35.2549496480369,26.6848471572851,26.6848471572851,23.7506006982198,6.22811715756261,6.22811715756261,18.1670011482859,23.2680184026409,23.2680184026409,15.1447979028998,0,0,40.1372206479657,28.7368315519275,28.7368315519275,0,0,0,31.5401782350475,30.4030155131919,30.4030155131919,0,0,0,12.4887077027165,15.3154304321131,15.3154304321131,0,1.25295062816848,1.25295062816848,0,0,0,0,0,0,0,0,0,0,1.25295062816848,1.25295062816848,0,0,0,0
